Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,Starting Age,Age_Group,Starting_Age_Group
35073,55,Female,29,Technology,11129,Good,High,Low,2,No,51,Associate Degree,Single,0,Mid,Small,33,No,No,No,Poor,Very High,Left,26,55-64,25-34
3947,58,Female,29,Healthcare,9522,Poor,Very High,Average,4,Yes,57,Associate Degree,Single,1,Entry,Medium,61,Yes,No,No,Poor,Medium,Stayed,29,55-64,25-34
9448,48,Male,29,Finance,5901,Good,High,Average,0,No,13,Bachelor’s Degree,Married,2,Senior,Small,70,No,No,Yes,Fair,High,Stayed,19,45-54,18-25
44579,39,Male,4,Finance,14433,Fair,High,Average,2,No,80,High School,Married,0,Entry,Medium,66,Yes,No,No,Good,Low,Left,35,35-44,35-44
72845,27,Male,3,Technology,12000,Good,Very High,Average,0,No,43,Associate Degree,Single,1,Mid,Medium,26,No,No,No,Fair,Low,Left,24,25-34,18-25
9332,56,Male,11,Technology,10833,Good,Low,Average,0,Yes,11,Bachelor’s Degree,Married,1,Senior,Medium,20,Yes,No,No,Poor,High,Stayed,45,55-64,45-54
1624,24,Female,6,Technology,10447,Good,High,Average,1,Yes,79,Associate Degree,Single,0,Mid,Large,20,No,No,No,Good,Medium,Left,18,18-25,18-25
18780,32,Male,9,Education,3958,Poor,High,Average,2,No,22,High School,Single,0,Mid,Small,76,Yes,No,No,Good,Low,Left,23,25-34,18-25
43295,58,Female,10,Technology,8403,Good,High,Average,1,No,60,Associate Degree,Married,2,Mid,Small,87,No,No,No,Fair,Very High,Stayed,48,55-64,45-54
26097,39,Male,21,Education,4916,Poor,Very High,Average,0,Yes,26,Master’s Degree,Single,3,Entry,Medium,43,No,No,No,Good,Low,Left,18,35-44,18-25
42004,46,Female,2,Media,5641,Fair,Very High,Average,0,No,32,Master’s Degree,Single,1,Mid,Medium,6,No,No,Yes,Fair,Medium,Left,44,45-54,35-44
57211,41,Female,5,Healthcare,6852,Good,High,Average,0,No,71,Bachelor’s Degree,Married,1,Mid,Large,69,No,No,No,Fair,Medium,Left,36,35-44,35-44
50693,59,Male,31,Finance,8099,Good,Low,Below Average,1,Yes,22,High School,Married,0,Mid,Small,57,No,No,Yes,Fair,Low,Left,28,55-64,25-34
46870,57,Male,17,Healthcare,8712,Fair,Very High,Low,2,No,42,Master’s Degree,Divorced,1,Senior,Medium,40,Yes,No,No,Fair,Low,Stayed,40,55-64,35-44
37371,29,Female,11,Finance,8777,Fair,Medium,Average,0,Yes,48,Bachelor’s Degree,Married,2,Entry,Small,34,No,No,Yes,Good,Very High,Left,18,25-34,18-25
19439,27,Male,4,Technology,8010,Excellent,Medium,Average,0,No,72,Bachelor’s Degree,Single,0,Mid,Small,82,No,No,No,Fair,Medium,Left,23,25-34,18-25
67538,59,Male,26,Education,4207,Fair,Medium,Below Average,1,No,13,High School,Single,4,Mid,Large,57,No,No,Yes,Fair,Low,Left,33,55-64,25-34
25772,40,Female,6,Finance,11103,Poor,High,Average,0,Yes,28,Master’s Degree,Single,1,Senior,Medium,51,No,No,Yes,Good,High,Stayed,34,35-44,25-34
48831,43,Female,24,Technology,8628,Excellent,Medium,High,0,No,18,Bachelor’s Degree,Married,0,Mid,Large,42,No,Yes,Yes,Good,Low,Stayed,19,35-44,18-25
48452,34,Female,4,Technology,8248,Fair,High,Below Average,0,No,82,Bachelor’s Degree,Married,2,Senior,Medium,24,No,No,No,Poor,Low,Stayed,30,25-34,25-34
19989,37,Female,2,Finance,12216,Good,Very High,Below Average,1,Yes,24,Bachelor’s Degree,Single,0,Senior,Large,68,Yes,No,No,Good,Medium,Stayed,35,35-44,35-44
39350,24,Male,6,Healthcare,7609,Fair,High,Average,0,Yes,66,High School,Divorced,0,Mid,Small,67,No,No,No,Fair,Medium,Stayed,18,18-25,18-25
47557,51,Female,1,Education,5286,Fair,Medium,Average,0,No,40,Associate Degree,Married,3,Mid,Medium,52,No,No,No,Good,Low,Stayed,50,45-54,45-54
39371,32,Female,1,Healthcare,6938,Poor,High,Average,3,Yes,17,Bachelor’s Degree,Divorced,3,Mid,Medium,47,No,No,No,Excellent,Low,Stayed,31,25-34,25-34
3941,50,Male,31,Finance,10848,Poor,High,Below Average,0,No,17,Associate Degree,Married,3,Entry,Small,39,No,No,No,Excellent,Medium,Stayed,19,45-54,18-25
29842,56,Female,20,Healthcare,8566,Fair,High,Low,2,Yes,92,Bachelor’s Degree,Single,1,Mid,Medium,80,No,No,No,Good,High,Left,36,55-64,35-44
29628,55,Female,2,Healthcare,8793,Fair,Medium,Average,2,No,64,Associate Degree,Single,0,Mid,Small,58,No,No,No,Good,Medium,Left,53,55-64,45-54
39276,27,Male,8,Technology,8046,Good,Medium,Average,0,Yes,43,Bachelor’s Degree,Single,4,Entry,Medium,27,Yes,No,No,Good,Low,Stayed,19,25-34,18-25
25261,45,Female,3,Education,4833,Fair,High,Average,1,No,55,Bachelor’s Degree,Married,2,Entry,Small,15,No,No,No,Good,Medium,Left,42,45-54,35-44
70303,44,Female,8,Healthcare,8659,Poor,Medium,Average,0,No,90,Master’s Degree,Married,4,Mid,Medium,49,No,Yes,No,Poor,Medium,Left,36,35-44,35-44
21383,47,Female,9,Technology,8503,Fair,Medium,Average,3,Yes,16,Associate Degree,Married,2,Entry,Large,46,No,No,No,Good,Low,Left,38,45-54,35-44
24984,23,Male,5,Healthcare,7100,Good,Low,Average,2,No,25,Bachelor’s Degree,Divorced,0,Entry,Small,32,No,No,No,Fair,Low,Left,18,18-25,18-25
55145,36,Female,15,Technology,11500,Poor,High,Average,1,No,50,Bachelor’s Degree,Single,1,Mid,Large,71,No,No,No,Good,Medium,Left,21,35-44,18-25
1122,27,Male,2,Finance,6915,Excellent,Very High,Average,0,Yes,47,Bachelor’s Degree,Single,0,Mid,Medium,60,No,No,No,Excellent,Low,Left,25,25-34,25-34
53849,54,Male,22,Healthcare,8073,Good,Medium,Average,0,No,81,High School,Married,1,Entry,Small,33,No,Yes,No,Good,Medium,Stayed,32,45-54,25-34
26865,45,Male,17,Media,5982,Fair,Medium,Average,2,No,30,PhD,Single,0,Senior,Medium,91,No,Yes,No,Excellent,Medium,Stayed,28,45-54,25-34
65900,24,Female,5,Technology,9805,Fair,High,Average,2,Yes,59,Associate Degree,Married,3,Entry,Large,7,No,No,No,Excellent,Very High,Left,19,18-25,18-25
32462,56,Female,30,Finance,9368,Excellent,High,Average,2,No,95,High School,Married,4,Mid,Small,56,No,No,No,Good,High,Stayed,26,55-64,25-34
42878,44,Female,16,Finance,9340,Good,Very High,High,2,Yes,20,Bachelor’s Degree,Single,1,Mid,Small,50,Yes,No,No,Good,High,Stayed,28,35-44,25-34
72753,26,Male,7,Media,5768,Poor,High,Below Average,0,Yes,89,Bachelor’s Degree,Married,0,Senior,Small,43,No,No,No,Fair,Medium,Left,19,25-34,18-25
1001,46,Female,27,Technology,9012,Poor,Medium,Average,0,No,48,Bachelor’s Degree,Married,1,Mid,Large,57,No,No,No,Good,Low,Left,19,45-54,18-25
36826,22,Male,1,Technology,9296,Good,Medium,Average,3,No,51,Associate Degree,Married,2,Senior,Medium,3,Yes,No,No,Poor,Low,Stayed,21,18-25,18-25
42031,52,Male,2,Media,5592,Good,High,Below Average,0,Yes,83,Bachelor’s Degree,Divorced,4,Entry,Small,67,No,No,No,Good,High,Left,50,45-54,45-54
34686,38,Male,9,Media,5059,Poor,Medium,Average,1,No,8,High School,Single,0,Senior,Medium,28,No,No,Yes,Excellent,Low,Stayed,29,35-44,25-34
63291,40,Female,18,Education,4419,Poor,Medium,Below Average,1,Yes,72,High School,Divorced,0,Senior,Small,79,No,No,Yes,Good,Medium,Stayed,22,35-44,18-25
57312,56,Male,5,Media,6172,Fair,High,Average,1,No,54,High School,Married,0,Senior,Small,24,No,No,No,Fair,High,Stayed,51,55-64,45-54
41590,30,Female,7,Technology,9612,Fair,Very High,Average,1,Yes,40,Associate Degree,Single,3,Senior,Medium,22,No,No,Yes,Good,Low,Left,23,25-34,18-25
20819,46,Female,4,Media,5069,Fair,High,Average,1,No,66,Associate Degree,Single,2,Entry,Medium,64,No,No,No,Good,Medium,Left,42,45-54,35-44
42450,51,Male,14,Education,3156,Poor,Medium,Below Average,1,No,81,Bachelor’s Degree,Married,1,Senior,Large,39,Yes,No,No,Excellent,High,Stayed,37,45-54,35-44
50466,22,Male,2,Finance,6160,Good,High,Average,0,No,68,High School,Married,0,Mid,Medium,12,No,No,Yes,Poor,Low,Stayed,20,18-25,18-25
67057,27,Male,9,Healthcare,7972,Excellent,Very High,Low,2,No,55,Master’s Degree,Married,0,Entry,Large,30,No,No,No,Poor,Medium,Left,18,25-34,18-25
47586,53,Female,2,Media,5197,Fair,Low,High,0,No,81,High School,Married,1,Entry,Small,44,No,No,No,Excellent,High,Left,51,45-54,45-54
51649,56,Male,25,Education,3760,Good,High,Average,0,No,5,High School,Married,5,Mid,Medium,91,No,No,Yes,Poor,High,Stayed,31,55-64,25-34
48410,32,Female,5,Education,3896,Good,High,Low,1,Yes,72,High School,Single,2,Senior,Medium,64,No,No,No,Good,High,Left,27,25-34,25-34
65825,47,Female,15,Education,4798,Poor,Very High,Below Average,2,No,48,Associate Degree,Single,4,Entry,Small,55,Yes,No,No,Good,High,Stayed,32,45-54,25-34
43283,35,Male,4,Healthcare,7212,Excellent,Medium,Average,0,Yes,73,High School,Married,1,Mid,Large,7,No,Yes,No,Fair,Low,Stayed,31,35-44,25-34
59466,47,Female,22,Technology,10183,Good,High,Average,0,No,87,Bachelor’s Degree,Married,2,Entry,Medium,34,No,No,No,Good,Medium,Left,25,45-54,25-34
13421,51,Male,22,Technology,10665,Poor,High,Average,0,No,20,Associate Degree,Married,0,Entry,Medium,87,No,No,No,Good,Very High,Stayed,29,45-54,25-34
41016,39,Female,20,Healthcare,9306,Fair,High,Below Average,1,No,69,Associate Degree,Married,0,Mid,Medium,69,No,No,No,Poor,High,Left,19,35-44,18-25
69647,33,Male,13,Technology,6384,Fair,High,Average,0,No,32,High School,Married,2,Entry,Small,33,Yes,No,No,Good,Medium,Left,20,25-34,18-25
43930,41,Female,6,Technology,10986,Good,Very High,Average,0,No,54,Associate Degree,Single,1,Senior,Medium,26,No,No,Yes,Good,Low,Left,35,35-44,35-44
49744,42,Female,7,Education,5542,Fair,High,High,0,Yes,64,Bachelor’s Degree,Married,1,Mid,Medium,73,Yes,No,No,Good,Low,Stayed,35,35-44,35-44
52904,38,Male,19,Technology,9873,Good,High,Average,1,No,42,Bachelor’s Degree,Married,3,Entry,Medium,43,No,No,No,Excellent,Medium,Stayed,19,35-44,18-25
22529,35,Male,3,Healthcare,7561,Good,High,Average,1,No,99,Associate Degree,Single,4,Entry,Small,14,No,No,No,Excellent,Low,Left,32,35-44,25-34
16358,47,Female,9,Education,3891,Good,Low,Average,0,No,97,Master’s Degree,Single,3,Senior,Large,37,Yes,No,Yes,Good,Low,Left,38,45-54,35-44
4365,28,Female,1,Healthcare,8612,Good,High,Average,0,No,62,High School,Single,0,Entry,Medium,52,No,No,No,Good,Medium,Left,27,25-34,25-34
55034,29,Female,6,Technology,7596,Fair,High,Average,0,No,43,Master’s Degree,Single,2,Entry,Medium,65,No,No,No,Good,Medium,Left,23,25-34,18-25
32666,53,Female,22,Healthcare,6759,Fair,Very High,High,0,No,95,Master’s Degree,Divorced,1,Entry,Small,101,No,No,No,Poor,Medium,Left,31,45-54,25-34
74441,41,Male,12,Media,6463,Fair,Very High,Average,2,No,77,Associate Degree,Single,1,Mid,Medium,78,No,No,No,Excellent,High,Stayed,29,35-44,25-34
48350,56,Male,2,Technology,9962,Good,High,Average,0,Yes,77,Master’s Degree,Married,5,Senior,Large,31,No,No,No,Poor,Low,Stayed,54,55-64,45-54
67954,48,Male,6,Finance,8807,Good,Medium,Average,1,No,51,Master’s Degree,Married,1,Mid,Medium,53,No,No,No,Excellent,High,Stayed,42,45-54,35-44
36616,57,Male,24,Healthcare,8105,Fair,Very High,High,0,No,82,Master’s Degree,Married,1,Mid,Large,78,No,No,No,Good,Low,Stayed,33,55-64,25-34
74021,26,Female,3,Media,6158,Fair,High,Average,0,No,66,Bachelor’s Degree,Single,0,Mid,Medium,61,No,No,No,Excellent,High,Left,23,25-34,18-25
45990,38,Male,5,Finance,11213,Good,Medium,Average,0,Yes,91,PhD,Married,3,Mid,Small,53,No,No,Yes,Good,Low,Stayed,33,35-44,25-34
24746,55,Female,10,Finance,10953,Poor,High,Average,0,No,37,Associate Degree,Married,1,Mid,Medium,31,No,No,Yes,Poor,Low,Left,45,55-64,45-54
3221,45,Male,8,Finance,7970,Good,Very High,Average,0,No,62,Master’s Degree,Married,4,Entry,Medium,14,No,No,No,Poor,Low,Left,37,45-54,35-44
34442,42,Male,9,Finance,8274,Poor,High,Average,1,Yes,5,PhD,Married,4,Entry,Medium,82,No,No,No,Good,Low,Stayed,33,35-44,25-34
7484,50,Male,3,Finance,8808,Fair,High,Average,0,No,13,Associate Degree,Single,3,Mid,Medium,47,No,No,Yes,Good,Low,Left,47,45-54,45-54
51930,38,Male,6,Education,3519,Excellent,High,Average,1,No,40,High School,Married,4,Senior,Small,32,No,No,No,Poor,High,Stayed,32,35-44,25-34
21162,47,Male,24,Healthcare,8567,Good,High,High,2,No,82,High School,Divorced,1,Entry,Medium,46,No,No,No,Excellent,High,Left,23,45-54,18-25
6673,39,Male,3,Technology,7814,Good,High,Average,2,Yes,1,Bachelor’s Degree,Married,2,Mid,Medium,67,Yes,No,No,Good,Low,Stayed,36,35-44,35-44
11307,44,Female,1,Education,5023,Fair,Low,High,1,No,42,Associate Degree,Single,3,Entry,Medium,26,Yes,No,Yes,Good,Low,Left,43,35-44,35-44
25034,42,Female,20,Education,3818,Fair,Medium,Below Average,1,No,95,Bachelor’s Degree,Single,0,Entry,Small,21,No,No,Yes,Fair,Low,Left,22,35-44,18-25
29647,45,Female,11,Media,6297,Good,High,High,0,No,90,Bachelor’s Degree,Divorced,0,Entry,Large,34,No,No,No,Good,Medium,Left,34,45-54,25-34
60474,40,Female,17,Education,2837,Good,Medium,High,1,Yes,32,Master’s Degree,Married,1,Entry,Medium,54,No,No,No,Poor,Very High,Stayed,23,35-44,18-25
52864,36,Female,18,Media,7617,Good,High,Average,0,Yes,20,High School,Married,0,Entry,Medium,61,Yes,No,No,Good,High,Stayed,18,35-44,18-25
34105,49,Female,23,Media,5640,Good,Medium,Average,1,No,28,Bachelor’s Degree,Single,1,Entry,Medium,70,No,No,No,Good,Medium,Stayed,26,45-54,25-34
8936,51,Male,23,Technology,10294,Good,Low,High,2,Yes,49,Bachelor’s Degree,Single,4,Entry,Medium,45,No,No,No,Good,Low,Left,28,45-54,25-34
37795,44,Male,5,Healthcare,9096,Good,Medium,Below Average,0,No,84,High School,Married,2,Senior,Medium,44,No,No,Yes,Good,Low,Stayed,39,35-44,35-44
34420,29,Female,3,Healthcare,9397,Fair,High,Low,0,No,60,Master’s Degree,Married,0,Mid,Medium,73,No,No,No,Poor,Low,Left,26,25-34,25-34
2142,37,Female,3,Healthcare,8760,Good,High,Average,1,Yes,58,PhD,Single,3,Mid,Large,30,Yes,No,No,Fair,High,Left,34,35-44,25-34
26608,42,Female,5,Education,4854,Good,Medium,Average,2,No,56,Bachelor’s Degree,Single,0,Mid,Large,12,No,No,No,Excellent,Low,Left,37,35-44,35-44
39321,31,Male,7,Healthcare,6893,Good,Very High,High,0,Yes,70,PhD,Single,3,Entry,Small,23,No,No,No,Good,High,Left,24,25-34,18-25
13926,45,Male,15,Finance,7202,Fair,High,Average,2,No,63,Associate Degree,Single,3,Mid,Medium,90,No,No,No,Good,Very High,Left,30,45-54,25-34
24440,35,Female,14,Finance,8848,Fair,High,Average,0,Yes,58,Master’s Degree,Married,0,Entry,Small,24,No,No,No,Good,Low,Left,21,35-44,18-25
35251,43,Female,15,Media,5605,Poor,High,High,0,No,39,Bachelor’s Degree,Single,0,Entry,Large,64,No,Yes,No,Good,High,Left,28,35-44,25-34
31198,36,Female,3,Education,3581,Fair,Medium,Average,2,Yes,94,Associate Degree,Single,4,Entry,Small,35,No,No,No,Good,Medium,Left,33,35-44,25-34
67203,56,Female,26,Media,6319,Good,High,Average,0,No,27,Bachelor’s Degree,Married,1,Mid,Large,81,No,No,No,Excellent,Medium,Stayed,30,55-64,25-34
35347,50,Male,10,Technology,9931,Fair,High,Low,0,No,28,High School,Married,3,Entry,Medium,39,No,No,No,Fair,High,Left,40,45-54,35-44
56609,49,Male,21,Technology,9710,Excellent,High,Average,0,No,26,Bachelor’s Degree,Divorced,3,Entry,Large,48,No,No,No,Good,High,Left,28,45-54,25-34
45911,50,Male,3,Finance,10189,Good,Medium,Average,1,Yes,53,Associate Degree,Divorced,3,Mid,Small,46,No,No,No,Poor,Low,Left,47,45-54,45-54
12725,28,Female,7,Healthcare,4337,Fair,Medium,High,0,Yes,41,Master’s Degree,Married,1,Mid,Small,10,No,No,Yes,Fair,Low,Left,21,25-34,18-25
72849,29,Female,8,Technology,8865,Fair,Very High,Average,0,Yes,53,Bachelor’s Degree,Single,5,Entry,Small,71,No,No,No,Good,Low,Left,21,25-34,18-25
66427,52,Male,32,Education,5185,Excellent,High,Below Average,0,No,43,Bachelor’s Degree,Single,2,Mid,Medium,81,Yes,No,No,Good,High,Stayed,20,45-54,18-25
2955,29,Female,1,Media,5079,Good,Medium,Average,0,No,91,Bachelor’s Degree,Divorced,1,Entry,Medium,16,No,No,No,Good,Medium,Left,28,25-34,25-34
73238,20,Female,1,Technology,10062,Good,Low,Average,1,No,58,Master’s Degree,Single,1,Senior,Large,34,No,No,No,Poor,Low,Left,19,18-25,18-25
69387,47,Female,27,Media,6127,Poor,High,High,1,No,68,Bachelor’s Degree,Single,0,Entry,Small,97,No,Yes,No,Good,Medium,Left,20,45-54,18-25
3054,50,Male,24,Healthcare,8325,Good,Very High,Below Average,1,No,21,Associate Degree,Divorced,1,Entry,Medium,80,No,No,No,Excellent,Low,Stayed,26,45-54,25-34
27171,49,Female,21,Education,4515,Fair,Low,High,0,No,87,High School,Married,3,Mid,Medium,82,No,No,No,Fair,Low,Stayed,28,45-54,25-34
7292,33,Male,3,Technology,9984,Fair,Medium,Average,1,No,14,Associate Degree,Married,1,Mid,Medium,75,Yes,No,No,Poor,High,Stayed,30,25-34,25-34
7210,47,Male,2,Healthcare,8303,Fair,High,Average,3,No,72,Bachelor’s Degree,Married,5,Entry,Small,44,Yes,No,No,Good,High,Stayed,45,45-54,45-54
72175,22,Male,4,Education,4432,Excellent,Very High,Average,1,Yes,14,High School,Married,4,Entry,Small,81,Yes,No,No,Good,Medium,Stayed,18,18-25,18-25
34101,25,Male,7,Education,5222,Fair,Medium,High,2,No,12,Bachelor’s Degree,Single,0,Mid,Small,55,No,No,No,Fair,Low,Left,18,25-34,18-25
42547,21,Male,2,Finance,8980,Poor,High,High,2,Yes,40,Bachelor’s Degree,Single,1,Mid,Medium,52,No,No,No,Good,High,Left,19,18-25,18-25
30457,36,Male,5,Education,3949,Fair,Medium,High,2,No,81,Master’s Degree,Divorced,1,Senior,Small,81,No,No,Yes,Poor,Low,Stayed,31,35-44,25-34
42393,51,Female,13,Media,5717,Fair,High,Average,3,No,30,PhD,Married,0,Entry,Small,51,No,No,No,Good,Low,Stayed,38,45-54,35-44
24369,53,Male,10,Education,6024,Good,High,Average,2,No,81,Bachelor’s Degree,Married,2,Mid,Medium,22,No,No,No,Poor,Low,Left,43,45-54,35-44
9460,53,Female,11,Technology,8934,Fair,Medium,High,2,No,20,Associate Degree,Single,3,Entry,Medium,12,Yes,No,No,Good,Low,Left,42,45-54,35-44
13152,52,Female,10,Technology,12198,Fair,High,Average,2,Yes,19,Bachelor’s Degree,Married,0,Mid,Large,21,No,No,Yes,Good,Low,Stayed,42,45-54,35-44
53542,47,Male,20,Education,4708,Excellent,Very High,Average,0,Yes,61,Master’s Degree,Married,2,Mid,Small,64,No,No,No,Poor,Medium,Left,27,45-54,25-34
63655,34,Male,14,Finance,7041,Good,Very High,High,0,No,41,Associate Degree,Married,0,Mid,Large,40,No,No,No,Poor,Medium,Stayed,20,25-34,18-25
28763,53,Female,35,Education,4680,Good,High,Low,1,Yes,59,Associate Degree,Married,0,Entry,Small,79,No,No,No,Excellent,Low,Left,18,45-54,18-25
66411,45,Female,6,Technology,9438,Good,Medium,Average,0,Yes,2,Associate Degree,Married,0,Mid,Small,79,No,No,Yes,Fair,Low,Left,39,45-54,35-44
40535,23,Male,4,Healthcare,6574,Fair,Medium,High,1,No,27,High School,Divorced,0,Entry,Medium,67,No,No,No,Poor,Low,Stayed,19,18-25,18-25
66309,27,Female,2,Technology,7618,Fair,High,Average,0,Yes,34,Associate Degree,Married,3,Mid,Large,14,No,No,No,Fair,Low,Left,25,25-34,25-34
36074,25,Male,5,Healthcare,7531,Fair,High,Average,1,No,50,Bachelor’s Degree,Married,5,Mid,Small,75,No,No,No,Good,Medium,Left,20,25-34,18-25
56882,50,Female,20,Finance,9901,Excellent,High,Below Average,0,Yes,78,Bachelor’s Degree,Single,3,Mid,Medium,86,Yes,No,No,Good,Medium,Stayed,30,45-54,25-34
12958,33,Male,2,Media,6046,Good,Very High,Average,0,Yes,4,High School,Married,1,Senior,Medium,24,No,No,No,Good,Low,Stayed,31,25-34,25-34
22499,30,Male,7,Technology,8229,Fair,Low,High,0,Yes,68,High School,Married,1,Mid,Medium,29,No,No,No,Poor,Very High,Left,23,25-34,18-25
33588,42,Male,8,Finance,9434,Good,High,Average,1,Yes,72,Associate Degree,Married,3,Senior,Small,10,Yes,No,No,Fair,Low,Stayed,34,35-44,25-34
931,58,Male,16,Technology,10753,Good,Very High,High,1,No,32,PhD,Divorced,2,Senior,Small,25,No,No,Yes,Good,Low,Stayed,42,55-64,35-44
17690,35,Male,11,Finance,8869,Excellent,Low,High,0,Yes,17,Bachelor’s Degree,Single,0,Mid,Medium,69,No,No,Yes,Good,Low,Left,24,35-44,18-25
1228,44,Female,5,Education,5388,Good,Low,Below Average,1,Yes,86,Master’s Degree,Single,2,Entry,Large,38,Yes,No,No,Poor,Medium,Left,39,35-44,35-44
16327,29,Male,8,Healthcare,9108,Fair,Medium,Average,0,No,53,Bachelor’s Degree,Single,2,Entry,Small,59,No,No,No,Good,Low,Left,21,25-34,18-25
3402,46,Male,2,Healthcare,8757,Excellent,High,Below Average,0,No,34,Bachelor’s Degree,Married,1,Entry,Small,60,Yes,No,Yes,Excellent,Medium,Stayed,44,45-54,35-44
28663,36,Male,9,Finance,6319,Fair,Medium,High,2,No,48,High School,Single,3,Senior,Small,84,No,No,No,Fair,Medium,Left,27,35-44,25-34
18358,48,Female,28,Education,4064,Excellent,High,Average,0,Yes,11,PhD,Married,1,Mid,Small,72,No,No,No,Good,Medium,Stayed,20,45-54,18-25
49264,31,Female,12,Education,5334,Fair,High,Average,0,No,33,High School,Married,2,Mid,Small,42,No,No,Yes,Poor,Medium,Left,19,25-34,18-25
71873,33,Female,12,Finance,13072,Fair,Very High,Below Average,3,No,2,Master’s Degree,Divorced,2,Entry,Small,83,No,No,No,Good,Medium,Stayed,21,25-34,18-25
14999,56,Male,36,Technology,9217,Poor,High,Below Average,1,No,29,Master’s Degree,Divorced,0,Mid,Large,73,Yes,No,No,Good,Low,Stayed,20,55-64,18-25
64627,28,Male,10,Technology,7813,Excellent,High,High,0,Yes,17,Master’s Degree,Married,1,Entry,Medium,53,No,No,No,Good,Medium,Stayed,18,25-34,18-25
49023,46,Male,11,Healthcare,7089,Good,Low,Below Average,0,No,61,Master’s Degree,Married,3,Entry,Large,88,Yes,No,No,Fair,Medium,Left,35,45-54,35-44
73109,26,Male,4,Education,3810,Fair,Medium,Average,0,Yes,93,High School,Single,0,Senior,Medium,43,No,No,No,Good,Low,Stayed,22,25-34,18-25
38142,55,Female,26,Technology,8971,Good,High,Average,0,No,26,Associate Degree,Single,0,Senior,Small,31,No,No,No,Good,High,Stayed,29,55-64,25-34
59364,40,Male,11,Technology,8388,Excellent,Low,Average,2,Yes,67,Master’s Degree,Married,1,Entry,Small,84,Yes,No,No,Poor,Low,Stayed,29,35-44,25-34
12107,42,Male,17,Finance,5747,Poor,High,High,1,Yes,7,Bachelor’s Degree,Married,0,Mid,Medium,88,No,No,No,Good,Low,Stayed,25,35-44,25-34
60603,29,Female,6,Finance,8816,Good,Medium,High,2,No,8,Bachelor’s Degree,Divorced,1,Mid,Medium,69,No,No,No,Good,Low,Stayed,23,25-34,18-25
32383,41,Female,20,Technology,8814,Good,Very High,Average,1,No,24,High School,Married,1,Mid,Small,94,No,No,Yes,Excellent,Low,Stayed,21,35-44,18-25
66280,52,Female,25,Healthcare,7903,Fair,High,High,0,No,27,Master’s Degree,Divorced,3,Senior,Large,74,Yes,No,No,Good,Medium,Stayed,27,45-54,25-34
17639,30,Male,5,Technology,9924,Excellent,High,High,0,No,5,High School,Single,0,Entry,Medium,40,No,No,No,Fair,Low,Left,25,25-34,25-34
12342,51,Female,25,Media,5159,Poor,High,Average,1,No,55,PhD,Single,0,Mid,Large,104,No,No,No,Good,Low,Left,26,45-54,25-34
43841,40,Male,20,Education,5303,Good,High,Average,2,No,96,Associate Degree,Divorced,4,Entry,Large,75,No,Yes,No,Fair,Medium,Left,20,35-44,18-25
65048,44,Female,26,Healthcare,7079,Fair,High,High,0,No,67,Bachelor’s Degree,Single,3,Senior,Small,100,No,No,Yes,Good,Low,Left,18,35-44,18-25
67735,56,Female,18,Media,4938,Fair,Very High,High,1,Yes,34,Master’s Degree,Single,4,Entry,Large,31,No,Yes,No,Fair,High,Left,38,55-64,35-44
35005,38,Female,9,Finance,9284,Good,Medium,High,0,No,70,PhD,Married,4,Entry,Medium,71,No,No,No,Good,High,Stayed,29,35-44,25-34
31902,40,Male,21,Healthcare,8693,Good,High,Below Average,1,No,12,Associate Degree,Married,0,Entry,Medium,35,No,No,Yes,Good,Low,Stayed,19,35-44,18-25
61771,46,Male,1,Education,4442,Excellent,Low,Below Average,0,Yes,57,Master’s Degree,Single,0,Entry,Medium,63,No,No,No,Poor,Low,Left,45,45-54,45-54
46813,39,Female,10,Technology,8144,Poor,Low,Average,2,No,70,High School,Single,4,Mid,Medium,83,No,No,No,Good,Low,Left,29,35-44,25-34
56220,56,Female,26,Education,4484,Fair,Low,High,0,No,37,PhD,Married,4,Mid,Medium,47,No,No,No,Good,Medium,Stayed,30,55-64,25-34
20168,54,Male,7,Finance,7230,Good,Medium,Average,1,No,67,High School,Married,0,Entry,Medium,28,No,No,No,Fair,Very High,Stayed,47,45-54,45-54
55571,47,Female,23,Education,4098,Poor,Very High,Average,0,No,74,High School,Married,3,Mid,Large,33,No,No,No,Good,High,Left,24,45-54,18-25
32649,29,Female,1,Healthcare,8470,Good,High,High,0,No,90,Bachelor’s Degree,Married,0,Senior,Small,56,No,No,No,Excellent,High,Stayed,28,25-34,25-34
63623,55,Male,15,Healthcare,8709,Fair,Low,Average,0,Yes,77,Associate Degree,Single,2,Entry,Large,90,No,No,No,Poor,Low,Left,40,55-64,35-44
25088,45,Female,21,Media,5986,Good,High,High,0,No,47,PhD,Divorced,3,Entry,Small,67,No,No,No,Poor,Medium,Left,24,45-54,18-25
18397,55,Male,10,Education,4619,Fair,Very High,Below Average,3,Yes,73,High School,Married,0,Mid,Medium,70,No,No,No,Excellent,High,Stayed,45,55-64,45-54
55149,39,Male,10,Education,2707,Good,High,Average,1,No,78,Master’s Degree,Married,3,Mid,Small,49,No,No,Yes,Good,High,Stayed,29,35-44,25-34
